Nielsen Item Names,Nielsen Item Names ID,Brand Families,Colors,Sizes,Period Descriptions, $, $ YA, 9 Liter Equivs, 9 Liter Equivs YA,Units,Units LY, %ACV Reach Where Dist NON ALCOHOLIC, %ACV Reach Where Dist YA NON ALCOHOLIC, $ Per Point of ACV,# Stores,# Stores Selling,$ per Store Selling,GT,# Stores Last Period,# Stores Selling Last Period,$ per Store Selling Last Period,Prestige,ARP,ARP LY,ACV Calc
DOM PERIGNON SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383088,DOM PERIGNON,WHITE,750ML,Latest 26 Wks,8109.404,9612.96,1.297,1.5,15.559,18,0.00016,0.0002,506837.75,261037.091,11.568,701.0204011,TOTAL,260922,12,693.23,,190.80,189.37,0.01%
DOM PERIGNON SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383088,DOM PERIGNON,WHITE,750ML,Latest 13 Wks,3834.98,3680,0.583,0.583,7,7,0.00012,0.00005,319581.6667,261185.275,4,958.745,TOTAL,260997,4,958.75,,199.06,199.97,0.00%
BEAU JOIE SPK CHAMPAGNE WHITE WHITE DEMI SEC CHAMPAGNE FRANCE 750ML,85673600225,BEAU JOIE,WHITE,750ML,Latest 52 Wks,25626.359,24458.17,21.663,22.932,259.952,275.19,0.00174,0.0014,147277.9253,260960.495,131.366,195.0760395,TOTAL,260885,129,181.84,,199.97,199.97,0.00%
BEAU JOIE SPK CHAMPAGNE WHITE WHITE DEMI SEC CHAMPAGNE FRANCE 750ML,85673600225,BEAU JOIE,WHITE,750ML,Latest 26 Wks,13189.191,12611.927,10.894,11.025,130.734,132.305,0.00112,0.00083,117760.6339,261037.091,80.212,164.4291503,TOTAL,260922,80,142.41,,495.31,463.26,0.01%
BEAU JOIE SPK CHAMPAGNE WHITE WHITE DEMI SEC CHAMPAGNE FRANCE 750ML,85673600225,BEAU JOIE,WHITE,750ML,Latest 13 Wks,9406.374,4800.23,7.623,3.914,91.481,46.97,0.00069,0.00047,136324.2609,261185.275,51.998,180.8987653,TOTAL,260997,53,144.59,,498.62,499.40,0.00%
BEAU JOIE SPK CHAMPAGNE WHITE WHITE DEMI SEC CHAMPAGNE FRANCE 750ML,85673600225,BEAU JOIE,WHITE,750ML,Latest 4 Wks,2409.088,299.97,1.765,0.25,21.175,3,0.00017,0.00002,141711.0588,261443.248,7.542,319.4229647,TOTAL,261123,18,145.36,,517.99,491.44,0.00%
DOM PERIGNON SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,8175383468,DOM PERIGNON,PINK,750ML,Latest 52 Wks,25562.475,70471.245,4.29,12.601,51.478,151.217,0.00045,0.00072,568055,260960.495,35.239,725.4029626,TOTAL,260885,33,754.02,,529.99,471.87,0.00%
DOM PERIGNON SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,8175383468,DOM PERIGNON,PINK,750ML,Latest 26 Wks,6679.87,19819.049,1.083,3.435,13,41.221,0.00008,0.00032,834983.75,261037.091,10,667.987,TOTAL,260922,11,543.94,,354.11,338.05,0.01%
DOM PERIGNON SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,8175383468,DOM PERIGNON,PINK,750ML,Latest 13 Wks,3619.93,7827.34,0.583,1.333,7,16,0.00005,0.00011,723986,261185.275,6,603.3216667,TOTAL,260997,4,647.49,,348.43,353.46,0.00%
DOM PERIGNON SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,8175383468,DOM PERIGNON,PINK,750ML,Latest 4 Wks,2559.95,1999.96,0.417,0.333,5,4,0.00003,0.00003,853316.6667,261443.248,5,511.99,TOTAL,261123,2,529.99,,359.97,359.97,0.00%
PERRIER JOUET GRAND BRUT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML VAP,311388037381,PERRIER JOUET,WHITE,750ML,Latest 52 Wks,25169.167,15153.46,37.773,22.917,453.274,275,0.00042,0.00022,599265.881,260960.495,36.626,687.1939879,TOTAL,260885,36,711.65,,339.97,361.64,0.00%
PERRIER JOUET GRAND BRUT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML VAP,311388037381,PERRIER JOUET,WHITE,750ML,Latest 26 Wks,10739.507,7108.84,16.023,10.583,192.274,127,0.00031,0.00012,346435.7097,261037.091,29.207,367.7031876,TOTAL,260922,29,354.46,,27.98,31.06,0.05%
PERRIER JOUET GRAND BRUT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML VAP,311388037381,PERRIER JOUET,WHITE,750ML,Latest 13 Wks,5904.267,6424.95,8.689,9.583,104.274,115,0.00022,0.00012,268375.7727,261185.275,23.272,253.706901,TOTAL,260997,27,228.39,,24.30,30.58,0.03%
PERRIER JOUET GRAND BRUT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML VAP,311388037381,PERRIER JOUET,WHITE,750ML,Latest 4 Wks,941.85,1763.71,1.417,2.5,17,30,0.00005,0.00004,188370,261443.248,3,313.95,TOTAL,261123,16,139.78,,26.34,31.53,0.01%
MARC HEBRART SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,74773624359,MARC HEBRART,PINK,750ML,Latest 52 Wks,24958.474,112033.231,30.872,139.901,370.466,1678.817,0.00037,0.00039,674553.3514,260960.495,116.517,214.204571,TOTAL,260885,110,211.85,,37.59,32.39,0.00%
MARC HEBRART SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,74773624359,MARC HEBRART,PINK,750ML,Latest 26 Wks,4764.628,41813.671,6.074,52.563,72.883,630.754,0.00018,0.00023,264701.5556,261037.091,21.873,217.8314817,TOTAL,260922,15,288.6,,31.10,31.38,0.02%
MARC HEBRART SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,74773624359,MARC HEBRART,PINK,750ML,Latest 13 Wks,3774.404,20514.22,4.696,25.81,56.356,309.715,0.00011,0.00013,343127.6364,261185.275,15.402,245.0593429,TOTAL,260997,4,550.89,,29.98,32.18,0.01%
MARC HEBRART SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,74773624359,MARC HEBRART,PINK,750ML,Latest 4 Wks,1602.723,0,2.05,0,24.597,0,0.00012,0,133560.25,261443.248,15.527,103.2216784,TOTAL,261123,4,478.66,,,36.69,
VEUVE CLICQUOT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML VAP,8175381615,VEUVE CLICQUOT,WHITE,750ML,Latest 52 Wks,24933.091,149963.531,34.471,221.139,413.651,2653.671,0.00009,0.00008,2770343.444,260960.495,19.692,1266.153311,TOTAL,260885,19,2285.35,,,30.19,
VEUVE CLICQUOT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML VAP,8175381615,VEUVE CLICQUOT,WHITE,750ML,Latest 26 Wks,12053.868,67872.661,17.028,95.486,204.337,1145.827,0.00007,0.00008,1721981.143,261037.091,7.568,1592.741543,TOTAL,260922,7,1020.13,,59.07,57.46,0.02%
VEUVE CLICQUOT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML VAP,8175381615,VEUVE CLICQUOT,WHITE,750ML,Latest 13 Wks,5698.647,56250.223,8.2,78.138,98.399,937.66,0.00007,0.00007,814092.4286,261185.275,7.573,752.4953123,TOTAL,260997,7,899.42,,59.07,57.96,0.02%
VEUVE CLICQUOT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML VAP,8175381615,VEUVE CLICQUOT,WHITE,750ML,Latest 4 Wks,4335.554,24334.824,6.306,33.804,75.677,405.648,0.00007,0.00007,619364.8571,261443.248,7.571,572.6527539,TOTAL,0,0,0,,59.61,57.29,0.00%
DEVAUX SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,327776198703,DEVAUX,PINK,750ML,Latest 52 Wks,24755.124,3195.674,42.671,5.321,512.053,63.857,0.00065,0.00013,380848.0615,260960.495,86.23,287.0825003,TOTAL,260885,86,281.98,,61.55,24.97,0.00%
DEVAUX SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,327776198703,DEVAUX,PINK,750ML,Latest 26 Wks,11026.25,3195.674,19.273,5.321,231.277,63.857,0.00042,0.00013,262529.7619,261037.091,51.515,214.0396001,TOTAL,260922,56,214.38,,63.73,56.71,0.02%
DEVAUX SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,327776198703,DEVAUX,PINK,750ML,Latest 13 Wks,2572.24,3195.674,5.675,5.321,68.096,63.857,0.0002,0.00013,128612,261185.275,19.272,133.4703196,TOTAL,260997,49,61.61,,74.40,67.63,0.01%
DEVAUX SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,327776198703,DEVAUX,PINK,750ML,Latest 4 Wks,1288.115,820.34,2.712,1.33,32.548,15.961,0.00011,0.00012,117101.3636,261443.248,16.267,79.18577488,TOTAL,261123,1,90,,79.27,72.89,0.00%
KRUG SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383020,KRUG,WHITE,750ML,Latest 52 Wks,24536.21,114697.6,9.306,43.782,111.673,525.387,0.00071,0.00129,345580.4225,260960.495,51.274,478.5312244,TOTAL,260885,58,485.06,,78.62,66.86,0.00%
KRUG SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383020,KRUG,WHITE,750ML,Latest 26 Wks,13731.84,44113.93,5.889,15.483,70.673,185.794,0.00043,0.00083,319345.1163,261037.091,26.312,521.8850715,TOTAL,260922,26,522.46,,42.78,37.29,0.01%
KRUG SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383020,KRUG,WHITE,750ML,Latest 13 Wks,259.99,15581.87,0.083,5.083,1,61,0.00002,0.0003,129995,261185.275,1,259.99,TOTAL,260997,3,251.33,,43.22,40.71,0.01%
KRUG SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383020,KRUG,WHITE,750ML,Latest 4 Wks,0,3726,0,1.25,0,15,0,0.00012,0,0,0,0,TOTAL,0,0,0,,41.90,40.95,0.00%
CANARD-DUCHENE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,311393000410,CANARD-DUCHENE,WHITE,750ML,Latest 52 Wks,24451.6,48722.51,47.75,108.167,573,1298,0.00044,0.00047,555718.1818,260960.495,28.5,857.9508772,TOTAL,260885,28,856.41,,40.27,45.99,0.00%
CANARD-DUCHENE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,311393000410,CANARD-DUCHENE,WHITE,750ML,Latest 26 Wks,10635.47,15129.05,20.583,30.667,247,368,0.00025,0.00032,425418.8,261037.091,17,625.6158824,TOTAL,260922,18,536.64,,49.02,49.59,0.03%
CANARD-DUCHENE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,311393000410,CANARD-DUCHENE,WHITE,750ML,Latest 13 Wks,4284.19,5850.78,8.5,11.583,102,139,0.00022,0.00028,194735.9091,261185.275,14,306.0135714,TOTAL,260997,13,348.11,,49.61,49.59,0.02%
CANARD-DUCHENE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,311393000410,CANARD-DUCHENE,WHITE,750ML,Latest 4 Wks,1395.68,1285.72,2.667,2.333,32,28,0.00009,0.00007,155075.5556,261443.248,5,279.136,TOTAL,261123,8,251.69,,45.07,49.59,0.02%
LAURENT-PERRIER SPK CHAMPAGNE ROSE PINK CHAMPAGNE FRANCE 1.5L,827582873668,LAURENT-PERRIER,PINK,1.5L,Latest 52 Wks,24407.02,24394.38,20.333,20.833,122,125,0.00017,0.00016,1435707.059,260960.495,19,1284.58,TOTAL,260885,20,1190.36,,30.00,51.29,0.00%
LAURENT-PERRIER SPK CHAMPAGNE ROSE PINK CHAMPAGNE FRANCE 1.5L,827582873668,LAURENT-PERRIER,PINK,1.5L,Latest 26 Wks,8198.86,8118.95,6.667,7.167,40,43,0.00015,0.00015,546590.6667,261037.091,14,585.6328571,TOTAL,260922,15,534.59,,186.09,155.19,0.02%
LAURENT-PERRIER SPK CHAMPAGNE ROSE PINK CHAMPAGNE FRANCE 1.5L,827582873668,LAURENT-PERRIER,PINK,1.5L,Latest 13 Wks,5079.25,4139.48,4.167,3.667,25,22,0.00012,0.00014,423270.8333,261185.275,10,507.925,TOTAL,260997,13,426.09,,209.41,154.99,0.01%
LAURENT-PERRIER SPK CHAMPAGNE ROSE PINK CHAMPAGNE FRANCE 1.5L,827582873668,LAURENT-PERRIER,PINK,1.5L,Latest 4 Wks,1399.79,799.88,1.167,0.667,7,4,0.00007,0.00007,199970,261443.248,3,466.5966667,TOTAL,261123,4,354.95,,177.49,157.99,0.00%
ARMAND DE BRIGNAC SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML,837582804147,ARMAND DE BRIGNAC,WHITE,750ML,Latest 52 Wks,24357.95,44466.78,5.75,10.917,69,131,0.00017,0.00018,1432820.588,260960.495,18,1353.219444,TOTAL,260885,18,1377.11,,,164.99,
ARMAND DE BRIGNAC SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML,837582804147,ARMAND DE BRIGNAC,WHITE,750ML,Latest 26 Wks,3499.72,10489.13,0.833,2.417,10,29,0.00011,0.00013,318156.3636,261037.091,6,583.2866667,TOTAL,260922,7,647.09,,87.52,80.58,0.06%
ARMAND DE BRIGNAC SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML,837582804147,ARMAND DE BRIGNAC,WHITE,750ML,Latest 13 Wks,1699.85,4719.61,0.417,1.083,5,13,0.00009,0.00007,188872.2222,261185.275,4,424.9625,TOTAL,260997,5,359.97,,95.09,84.03,0.02%
ARMAND DE BRIGNAC SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML,837582804147,ARMAND DE BRIGNAC,WHITE,750ML,Latest 4 Wks,679.94,1109.91,0.167,0.25,2,3,0.00004,0,169985,261443.248,1,679.94,TOTAL,261123,2,339.97,,98.51,83.98,0.01%
LOUIS DE SACY SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8264503191,LOUIS DE SACY,WHITE,750ML,Latest 52 Wks,24239.502,27998.587,50.487,58.608,605.839,703.295,0.00009,0.00008,2693278,260960.495,26.274,922.566111,TOTAL,260885,26,1024.78,,96.34,85.98,0.00%
LOUIS DE SACY SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8264503191,LOUIS DE SACY,WHITE,750ML,Latest 26 Wks,2672.892,18477.251,5.57,38.573,66.839,462.872,0.00003,0.00008,890964,261037.091,22.312,119.7961635,TOTAL,260922,22,119.95,,200.06,195.27,0.01%
LOUIS DE SACY SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8264503191,LOUIS DE SACY,WHITE,750ML,Latest 13 Wks,894.856,3725.788,1.865,7.764,22.377,93.168,0.00003,0.00006,298285.3333,261185.275,22.383,39.97926998,TOTAL,260997,22,40.04,,205.61,190.56,0.01%
LOUIS DE SACY SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8264503191,LOUIS DE SACY,WHITE,750ML,Latest 4 Wks,0,2676.411,0,5.577,0,66.927,0,0.00003,0,0,0,0,TOTAL,0,0,0,,205.16,181.46,0.00%
MOET & CHANDON NCTR IMP RS SPK CHAMPAGNE ROSE PINK CHAMPAGNE FRANCE 750ML,8175383347,MOET & CHANDON,PINK,750ML,Latest 52 Wks,24165.485,45608.26,25.558,55.13,306.693,661.559,0.00038,0.00049,635933.8158,260960.495,182.894,132.128364,TOTAL,260885,182,77.92,,202.83,191.40,0.00%
MOET & CHANDON NCTR IMP RS SPK CHAMPAGNE ROSE PINK CHAMPAGNE FRANCE 750ML,8175383347,MOET & CHANDON,PINK,750ML,Latest 26 Wks,14474.857,656.77,15.462,0.817,185.545,9.804,0.00038,0.00001,380917.2895,261037.091,184.09,78.62924113,TOTAL,260922,61,73.98,,43.75,36.02,0.02%
MOET & CHANDON NCTR IMP RS SPK CHAMPAGNE ROSE PINK CHAMPAGNE FRANCE 750ML,8175383347,MOET & CHANDON,PINK,750ML,Latest 13 Wks,9950.516,0,10.366,0,124.397,0,0.00028,0,355375.5714,261185.275,123.143,80.80456055,TOTAL,0,0,0,,41.19,35.90,0.02%
MOET & CHANDON NCTR IMP RS SPK CHAMPAGNE ROSE PINK CHAMPAGNE FRANCE 750ML,8175383347,MOET & CHANDON,PINK,750ML,Latest 4 Wks,9950.516,0,10.366,0,124.397,0,0.00028,0,355375.5714,261443.248,124.397,79.98999976,TOTAL,#N/A,#N/A,#N/A,,39.34,35.83,0.01%
LAURENT-PERRIER SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8487816800,LAURENT-PERRIER,WHITE,750ML,Latest 52 Wks,24135.75,51535.762,22.896,53.195,274.75,638.34,0.00077,0.0009,313451.2987,260960.495,155.437,155.2767359,TOTAL,260885,153,155.65,,37.08,31.18,0.01%
LAURENT-PERRIER SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8487816800,LAURENT-PERRIER,WHITE,750ML,Latest 26 Wks,9645.283,9857.49,8.259,9.688,99.109,116.255,0.00048,0.00046,200943.3958,261037.091,47.763,201.9404769,TOTAL,260922,53,199.49,,97.27,88.81,0.05%
LAURENT-PERRIER SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8487816800,LAURENT-PERRIER,WHITE,750ML,Latest 13 Wks,4230.649,5753.227,3.59,5.537,43.083,66.442,0.00027,0.00025,156690.7037,261185.275,30.615,138.1887637,TOTAL,260997,26,164.19,,98.76,94.82,0.03%
LAURENT-PERRIER SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8487816800,LAURENT-PERRIER,WHITE,750ML,Latest 4 Wks,1035.675,809.64,0.879,0.75,10.546,8.997,0.00011,0.00004,94152.27273,261443.248,10.542,98.24274331,TOTAL,261123,12,113.98,,100.88,94.82,0.02%
MOET & CHANDON IMPERIAL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 187ML 6PK,8175383884,MOET & CHANDON,WHITE,187ML,Latest 52 Wks,24064.107,0,42.448,0,340.488,0,0.00054,0,445631.6111,260960.495,33.55,717.2610134,TOTAL,260885,32,692.86,,106.02,76.28,0.01%
MOET & CHANDON IMPERIAL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 187ML 6PK,8175383884,MOET & CHANDON,WHITE,187ML,Latest 26 Wks,14188.027,0,27.488,0,220.488,0,0.00039,0,363795.5641,261037.091,27.007,525.3462806,TOTAL,260922,27,503.64,,67.53,66.73,0.04%
MOET & CHANDON IMPERIAL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 187ML 6PK,8175383884,MOET & CHANDON,WHITE,187ML,Latest 13 Wks,7741.718,0,17.807,0,142.838,0,0.00022,0,351896.2727,261185.275,19.817,390.6604431,TOTAL,260997,21,447.05,,66.68,67.11,0.01%
MOET & CHANDON IMPERIAL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 187ML 6PK,8175383884,MOET & CHANDON,WHITE,187ML,Latest 4 Wks,1564.206,0,2.412,0,19.348,0,0.00009,0,173800.6667,261443.248,12.809,122.1177297,TOTAL,261123,14,144.05,,68.81,66.19,0.00%
LOUIS ROEDERER CRISTAL SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 1.5L,827582871201,LOUIS ROEDERER,WHITE,1.5L,Latest 52 Wks,23879.37,3999.88,3.833,0.667,23,4,0.00011,0.00008,2170851.818,260960.495,8,2984.92125,TOTAL,260885,8,2707.43,,68.38,66.00,0.00%
LOUIS ROEDERER CRISTAL SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 1.5L,827582871201,LOUIS ROEDERER,WHITE,1.5L,Latest 26 Wks,7519.81,2999.91,1.167,0.5,7,3,0.0001,0.00007,751981,261037.091,5,1503.962,TOTAL,260922,6,2093.28,,89.68,103.21,0.03%
LOUIS ROEDERER CRISTAL SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 1.5L,827582871201,LOUIS ROEDERER,WHITE,1.5L,Latest 13 Wks,4319.88,999.97,0.667,0.167,4,1,0.00007,0.00003,617125.7143,261185.275,3,1439.96,TOTAL,260997,3,1066.64,,85.15,102.47,0.02%
LOUIS ROEDERER CRISTAL SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 1.5L,827582871201,LOUIS ROEDERER,WHITE,1.5L,Latest 4 Wks,2219.94,0,0.333,0,2,0,0.00004,0,554985,261443.248,1,2219.94,TOTAL,0,0,0,,82.32,95.02,0.01%
LOUIS ROEDERER SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,311408042005,LOUIS ROEDERER,WHITE,750ML,Latest 52 Wks,23519.422,152229.103,30.414,213.328,364.966,2559.935,0.00117,0.0018,201020.7009,260960.495,138.575,169.7234133,TOTAL,260885,137,192.13,,90.90,95.99,0.00%
LOUIS ROEDERER SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,311408042005,LOUIS ROEDERER,WHITE,750ML,Latest 26 Wks,6122.463,11075.304,8.226,13.241,98.715,158.896,0.00046,0.00098,133097.0217,261037.091,33.254,184.1120767,TOTAL,260922,31,186.62,,63.62,54.50,0.02%
LOUIS ROEDERER SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,311408042005,LOUIS ROEDERER,WHITE,750ML,Latest 13 Wks,422.67,8476.252,1.417,10.51,17,126.126,0.00008,0.00096,52833.75,261185.275,4,105.6675,TOTAL,260997,2,66.73,,70.05,53.49,0.01%
LOUIS ROEDERER SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,311408042005,LOUIS ROEDERER,WHITE,750ML,Latest 4 Wks,289.2,3179.325,1.167,3.623,14,43.48,0.00007,0.0005,41314.28571,261443.248,3,96.4,TOTAL,261123,2,66.73,,70.05,54.24,0.01%
PHILIPPE FOURRIER SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,352167000013,PHILIPPE FOURRIER,PINK,750ML,Latest 52 Wks,23381.716,5466.72,51.434,10.917,617.206,131,0.00095,0.00073,246123.3263,260960.495,67.57,346.0369395,TOTAL,260885,67,308.8,,59.99,,0.01%
PHILIPPE FOURRIER SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,352167000013,PHILIPPE FOURRIER,PINK,750ML,Latest 26 Wks,12243.529,2870.93,27.01,5.667,324.12,68,0.00075,0.00058,163247.0533,261037.091,54.606,224.2158188,TOTAL,260922,56,176.28,,42.19,44.59,0.02%
PHILIPPE FOURRIER SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,352167000013,PHILIPPE FOURRIER,PINK,750ML,Latest 13 Wks,7291.105,1624.46,16.073,3.25,192.878,39,0.00051,0.00044,142962.8431,261185.275,39.606,184.0909206,TOTAL,260997,40,119.88,,52.04,42.34,0.00%
PHILIPPE FOURRIER SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,352167000013,PHILIPPE FOURRIER,PINK,750ML,Latest 4 Wks,3269.634,708.83,7.187,1.417,86.242,17,0.00012,0.00021,272469.5,261443.248,16.606,196.8947368,TOTAL,261123,25,63.67,,52.88,40.86,0.00%
PERRIER JOUET BELLE EPOQUE SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML,311388021501,PERRIER JOUET,WHITE,750ML,Latest 52 Wks,23359.638,23459.954,10.436,12.384,125.231,148.61,0.00026,0.00031,898447.6154,260960.495,63.673,366.8688141,TOTAL,260885,64,374.99,,57.66,39.99,0.00%
PERRIER JOUET BELLE EPOQUE SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML,311388021501,PERRIER JOUET,WHITE,750ML,Latest 26 Wks,1239.93,5524.65,0.583,2.917,7,35,0.00002,0.00011,619965,261037.091,2,619.965,TOTAL,260922,15,291.2,,29.87,29.61,0.07%
PERRIER JOUET BELLE EPOQUE SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML,311388021501,PERRIER JOUET,WHITE,750ML,Latest 13 Wks,529.97,2794.83,0.25,1.417,3,17,0.00002,0.0001,264985,261185.275,2,264.985,TOTAL,260997,2,354.98,,27.72,29.64,0.00%
PERRIER JOUET BELLE EPOQUE SPK CHAMPAGNE WHITE WHITE CHAMPAGNE FRANCE 750ML,311388021501,PERRIER JOUET,WHITE,750ML,Latest 4 Wks,0,874.95,0,0.417,0,5,0,0.00004,0,0,0,0,TOTAL,0,0,0,,27.71,29.74,0.00%
CANARD-DUCHENE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,66494100261,CANARD-DUCHENE,WHITE,750ML,Latest 52 Wks,23266.638,40034.127,32.848,57.934,394.174,695.207,0.00048,0.00043,484721.625,260960.495,39.527,588.6264579,TOTAL,260885,39,624.77,,,29.94,
CANARD-DUCHENE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,66494100261,CANARD-DUCHENE,WHITE,750ML,Latest 26 Wks,4442.248,32803.109,6.27,46.864,75.239,562.369,0.00049,0.00042,90658.12245,261037.091,40.254,110.3554429,TOTAL,260922,40,147.97,,135.47,134.32,0.01%
CANARD-DUCHENE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,66494100261,CANARD-DUCHENE,WHITE,750ML,Latest 13 Wks,1298.53,8244.247,1.833,12.445,22,149.336,0.0002,0.00028,64926.5,261185.275,8,162.31625,TOTAL,260997,8,163.94,,142.61,146.88,0.00%
CANARD-DUCHENE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,66494100261,CANARD-DUCHENE,WHITE,750ML,Latest 4 Wks,234.96,1577.926,0.333,2.202,4,26.42,0.00009,0.00023,26106.66667,261443.248,3,78.32,TOTAL,261123,5,98.48,,149.97,152.21,0.00%
COLLET SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,85070900251,COLLET,WHITE,750ML,Latest 52 Wks,22996.178,31348.585,15.241,21.341,182.888,256.089,0.00114,0.0006,201720.8596,260960.495,55.154,416.9448816,TOTAL,260885,67,380.91,,159.97,149.99,0.00%
COLLET SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,85070900251,COLLET,WHITE,750ML,Latest 26 Wks,8749.181,9956.799,5.594,6.633,67.126,79.596,0.00072,0.00046,121516.4028,261037.091,30.525,286.6234562,TOTAL,260922,37,248.5,,171.60,147.98,0.03%
COLLET SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,85070900251,COLLET,WHITE,750ML,Latest 13 Wks,3460.951,5941.884,2.257,3.926,27.083,47.108,0.00037,0.00031,93539.21622,261185.275,17.538,197.3401186,TOTAL,260997,18,142.34,,133.31,152.33,0.00%
