Nielsen Item Names,Nielsen Item Names ID,Brand Families,Colors,Sizes,Period Descriptions, $, $ YA, 9 Liter Equivs, 9 Liter Equivs YA,Units,Units LY, %ACV Reach Where Dist NON ALCOHOLIC, %ACV Reach Where Dist YA NON ALCOHOLIC, $ Per Point of ACV,# Stores,# Stores Selling,$ per Store Selling,GT,# Stores Last Period,# Stores Selling Last Period,$ per Store Selling Last Period,Prestige,ARP,ARP LY,ACV Calc
MOET & CHANDON NCTR IMP RS SPK CHAMPAGNE ROSE PINK CHAMPAGNE FRANCE 375ML,8175381677,MOET & CHANDON,PINK,375ML,Latest 4 Wks,66867.389,78055.229,70.282,84.207,1686.761,2020.961,0.00245,0.00234,272928.1184,261443.248,829.635,80.59856322,TOTAL,261123,770,80.06,,41.36,38.07,0.30%
VEUVE CLICQUOT LA GR DAME SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383707,VEUVE CLICQUOT,WHITE,750ML,Latest 52 Wks,853481.936,180969.347,345.851,71.703,4150.213,860.435,0.01029,0.0031,829428.5092,260960.495,1078.568,791.3102707,TOTAL,260885,1072,719.22,,352.21,341.33,0.25%
VEUVE CLICQUOT LA GR DAME SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383707,VEUVE CLICQUOT,WHITE,750ML,Latest 26 Wks,434432.679,132195.693,177.923,51.065,2135.071,612.776,0.00746,0.00263,582349.4357,261037.091,644.575,673.9831346,TOTAL,260922,696,563.3,,349.02,339.24,0.08%
VEUVE CLICQUOT LA GR DAME SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383707,VEUVE CLICQUOT,WHITE,750ML,Latest 13 Wks,279272.178,71368.163,115.398,27.98,1384.777,335.765,0.00515,0.00209,542276.0738,261185.275,481.114,580.4698637,TOTAL,260997,457,461.24,,348.55,344.74,0.04%
VEUVE CLICQUOT LA GR DAME SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383707,VEUVE CLICQUOT,WHITE,750ML,Latest 4 Wks,107371.797,25232.347,44.644,9.99,535.73,119.878,0.0026,0.00114,412968.45,261443.248,243.94,440.1565836,TOTAL,261123,238,402.67,,344.19,344.53,0.01%
PERRIER JOUET OTHER SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,1098601034,PERRIER JOUET,PINK,750ML,Latest 52 Wks,829834.612,1049452.626,869.93,1126.002,10439.161,13512.028,0.00843,0.00849,984382.6951,260960.495,950.945,872.6420687,TOTAL,260885,968,875.99,,79.56,77.41,0.37%
PERRIER JOUET OTHER SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,1098601034,PERRIER JOUET,PINK,750ML,Latest 26 Wks,353112.755,438655.668,375.814,462.528,4509.771,5550.333,0.00694,0.00727,508808.0043,261037.091,731.78,482.5394996,TOTAL,260922,758,463.55,,78.49,78.90,0.29%
PERRIER JOUET OTHER SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,1098601034,PERRIER JOUET,PINK,750ML,Latest 13 Wks,160027.056,213508.331,170.751,225.247,2049.012,2702.968,0.00524,0.00635,305395.145,261185.275,522.079,306.5188525,TOTAL,260997,612,294.88,,78.48,78.92,0.23%
PERRIER JOUET OTHER SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,1098601034,PERRIER JOUET,PINK,750ML,Latest 4 Wks,44092.12,62424.936,47.001,65.461,564.012,785.534,0.00304,0.0033,145039.8684,261443.248,232.79,189.4072769,TOTAL,261123,281,174,,75.97,79.27,0.11%
PIPER-HEIDSIECK SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8689108480,PIPER-HEIDSIECK,WHITE,750ML,Latest 52 Wks,825043.204,825009.064,1173.953,1364.308,14087.441,16371.697,0.01325,0.0327,622674.1162,260960.495,987.465,835.5164021,TOTAL,260885,1018,792.24,,91.53,91.24,0.36%
PIPER-HEIDSIECK SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8689108480,PIPER-HEIDSIECK,WHITE,750ML,Latest 26 Wks,353492.198,200971.324,491.244,324.592,5894.93,3895.101,0.0064,0.01306,552331.5594,261037.091,483.701,730.8072508,TOTAL,260922,485,751.98,,93.63,92.87,0.20%
PIPER-HEIDSIECK SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8689108480,PIPER-HEIDSIECK,WHITE,750ML,Latest 13 Wks,158058.861,84463.227,217.92,133.233,2615.035,1598.801,0.00364,0.00613,434227.6401,261185.275,264.67,597.1922054,TOTAL,260997,291,580.22,,93.49,93.82,0.16%
PIPER-HEIDSIECK SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8689108480,PIPER-HEIDSIECK,WHITE,750ML,Latest 4 Wks,47191,28952.293,65.503,41.923,786.036,503.077,0.00125,0.00216,377528,261443.248,147.767,319.3608857,TOTAL,261123,170,292.2,,94.85,93.45,0.08%
LAURENT-PERRIER SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,8487868000,LAURENT-PERRIER,PINK,750ML,Latest 52 Wks,810480.706,1169695.715,736.897,1071.768,8842.77,12861.215,0.00678,0.005,1195399.271,260960.495,951.167,852.0908589,TOTAL,260885,949,881.01,,58.45,49.84,0.39%
LAURENT-PERRIER SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,8487868000,LAURENT-PERRIER,PINK,750ML,Latest 26 Wks,254883.276,398508.859,228.135,360.006,2737.623,4320.067,0.00474,0.00433,537728.4304,261037.091,522.791,487.543351,TOTAL,260922,525,501.51,,60.09,52.75,0.19%
LAURENT-PERRIER SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,8487868000,LAURENT-PERRIER,PINK,750ML,Latest 13 Wks,118976.329,223211.963,106.091,200.955,1273.093,2411.455,0.00347,0.00347,342871.2651,261185.275,343.892,345.97004,TOTAL,260997,429,294.47,,60.60,52.06,0.11%
LAURENT-PERRIER SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,8487868000,LAURENT-PERRIER,PINK,750ML,Latest 4 Wks,38090.893,64351.366,35.358,60.31,424.292,723.724,0.00227,0.00222,167801.2907,261443.248,189.273,201.2484242,TOTAL,261123,219,153.18,,60.40,52.37,0.07%
MOET & CHANDON NCTR IMP RS SPK CHAMPAGNE ROSE PINK CHAMPAGNE FRANCE 187ML,8175381676,MOET & CHANDON,PINK,187ML,Latest 52 Wks,780039.314,814234.407,728.235,768.284,35048.731,36976.235,0.00546,0.00558,1428643.432,260960.495,1588.613,491.0190928,TOTAL,260885,1586,507.54,,22.31,21.86,0.61%
MOET & CHANDON NCTR IMP RS SPK CHAMPAGNE ROSE PINK CHAMPAGNE FRANCE 187ML,8175381676,MOET & CHANDON,PINK,187ML,Latest 26 Wks,343201.676,398788.83,319.182,374.362,15361.682,18017.412,0.00452,0.00409,759295.7434,261037.091,1321.985,259.61087,TOTAL,260922,1350,270.77,,22.28,22.15,0.52%
MOET & CHANDON NCTR IMP RS SPK CHAMPAGNE ROSE PINK CHAMPAGNE FRANCE 187ML,8175381676,MOET & CHANDON,PINK,187ML,Latest 13 Wks,140501.146,206287.538,131.523,193.452,6329.966,9310.539,0.00353,0.0038,398020.2436,261185.275,1080.545,130.0280377,TOTAL,260997,1094,150.85,,22.32,21.92,0.42%
MOET & CHANDON NCTR IMP RS SPK CHAMPAGNE ROSE PINK CHAMPAGNE FRANCE 187ML,8175381676,MOET & CHANDON,PINK,187ML,Latest 4 Wks,35644.319,60741.561,34.141,55.623,1643.146,2677.022,0.00214,0.00296,166562.2383,261443.248,724.709,49.1843195,TOTAL,261123,646,62.85,,22.66,22.52,0.25%
LOUIS ROEDERER SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,73459972145,LOUIS ROEDERER,WHITE,750ML,Latest 52 Wks,779647.587,1392793.527,185.213,338.952,2222.555,4067.43,0.00731,0.00866,1066549.367,260960.495,546.726,1426.029834,TOTAL,260885,643,1328.16,,62.69,60.98,0.47%
LOUIS ROEDERER SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,73459972145,LOUIS ROEDERER,WHITE,750ML,Latest 26 Wks,208381.487,593293.169,49.401,143.738,592.809,1724.86,0.00362,0.00618,575639.4669,261037.091,188.31,1106.587473,TOTAL,260922,200,1019.85,,63.28,61.73,0.33%
LOUIS ROEDERER SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,73459972145,LOUIS ROEDERER,WHITE,750ML,Latest 13 Wks,95571.837,273746.146,22.893,65.738,274.712,788.852,0.00185,0.00419,516604.5243,261185.275,114.076,837.7909201,TOTAL,260997,109,797.56,,63.05,62.72,0.25%
LOUIS ROEDERER SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,73459972145,LOUIS ROEDERER,WHITE,750ML,Latest 4 Wks,35795.76,110405.258,8.644,25.547,103.731,306.563,0.00075,0.00199,477276.8,261443.248,65.73,544.5878594,TOTAL,261123,25,961.54,,61.26,61.21,0.10%
HEIDSIECK & CO. MONOPOLE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,1160780075,HEIDSIECK & CO. MONOPOLE,WHITE,750ML,Latest 52 Wks,776541.056,820821.847,1563.955,1696.302,18767.462,20355.621,0.00874,0.00926,888490.9108,260960.495,926.66,837.9999741,TOTAL,260885,935,797.58,,260.55,253.32,0.25%
HEIDSIECK & CO. MONOPOLE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,1160780075,HEIDSIECK & CO. MONOPOLE,WHITE,750ML,Latest 26 Wks,359130.669,297970.579,715.267,626.233,8583.207,7514.8,0.00784,0.00779,458074.8329,261037.091,756.564,474.6864363,TOTAL,260922,737,438.97,,254.89,259.80,0.13%
HEIDSIECK & CO. MONOPOLE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,1160780075,HEIDSIECK & CO. MONOPOLE,WHITE,750ML,Latest 13 Wks,184505.949,148718.854,361.507,313.528,4338.085,3762.337,0.0071,0.00692,259867.5338,261185.275,612.45,301.258795,TOTAL,260997,606,292.87,,253.30,258.56,0.08%
HEIDSIECK & CO. MONOPOLE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,1160780075,HEIDSIECK & CO. MONOPOLE,WHITE,750ML,Latest 4 Wks,66327.508,35680.771,123.746,75.331,1484.955,903.968,0.00523,0.00429,126821.239,261443.248,437.717,151.5305734,TOTAL,261123,316,132.72,,252.67,258.61,0.02%
MOET & CHANDON IMPERIAL SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,8175383568,MOET & CHANDON,PINK,750ML,Latest 52 Wks,770694.41,1011833.156,1020.688,1384.076,12248.251,16608.909,0.00815,0.00754,945637.3129,260960.495,1280.639,601.8045757,TOTAL,260885,1219,656.73,,206.55,210.30,0.41%
MOET & CHANDON IMPERIAL SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,8175383568,MOET & CHANDON,PINK,750ML,Latest 26 Wks,343403.235,349418.781,453.986,472.641,5447.833,5671.688,0.00499,0.00566,688182.8357,261037.091,833.656,411.9243849,TOTAL,260922,867,426.26,,204.60,215.94,0.27%
MOET & CHANDON IMPERIAL SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,8175383568,MOET & CHANDON,PINK,750ML,Latest 13 Wks,160686.727,194389.289,213.615,265.396,2563.379,3184.75,0.00369,0.00425,435465.3848,261185.275,572.582,280.6353099,TOTAL,260997,661,338.19,,202.23,216.83,0.18%
MOET & CHANDON IMPERIAL SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,8175383568,MOET & CHANDON,PINK,750ML,Latest 4 Wks,27751.233,58035.08,36.666,80.708,439.992,968.491,0.0018,0.00223,154173.5167,261443.248,250.547,110.7625835,TOTAL,261123,270,155.82,,200.10,218.57,0.09%
JACQUES BARDELOT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 375ML,8427900346,JACQUES BARDELOT,WHITE,375ML,Latest 52 Wks,745956.693,801977.339,1380.936,1532.333,33142.473,36775.99,0.01107,0.01084,673854.2846,260960.495,495.442,1505.638789,TOTAL,260885,495,1543.48,,22.55,21.67,0.19%
JACQUES BARDELOT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 375ML,8427900346,JACQUES BARDELOT,WHITE,375ML,Latest 26 Wks,327866.249,365848.13,608.373,681.482,14600.956,16355.57,0.01103,0.01074,297249.5458,261037.091,454.093,722.0244509,TOTAL,260922,492,646.53,,22.36,22.01,0.19%
JACQUES BARDELOT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 375ML,8427900346,JACQUES BARDELOT,WHITE,375ML,Latest 13 Wks,189022.479,193756.738,349.309,359.574,8383.416,8629.777,0.01102,0.01064,171526.7505,261185.275,450.122,419.936104,TOTAL,260997,449,405.97,,22.25,22.16,0.17%
JACQUES BARDELOT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 375ML,8427900346,JACQUES BARDELOT,WHITE,375ML,Latest 4 Wks,50100.556,68370.823,89.266,120.591,2142.382,2894.186,0.00999,0.00954,50150.70671,261443.248,409.407,122.3734719,TOTAL,261123,410,144.39,,22.54,21.85,0.16%
KRUG SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383553,KRUG,WHITE,750ML,Latest 52 Wks,722649.263,1090906.205,230.83,358.634,2769.963,4303.611,0.00529,0.00573,1366066.66,260960.495,549.134,1315.979821,TOTAL,260885,644,1226.49,,41.01,40.31,0.36%
KRUG SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383553,KRUG,WHITE,750ML,Latest 26 Wks,188810.87,444857.722,60.04,142.17,720.478,1706.042,0.00254,0.00472,743349.8819,261037.091,302.807,623.5353542,TOTAL,260922,343,582.68,,41.10,39.61,0.28%
KRUG SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383553,KRUG,WHITE,750ML,Latest 13 Wks,80442.818,217394.387,25.736,69.626,308.832,835.515,0.00163,0.00339,493514.2209,261185.275,163.952,490.6485923,TOTAL,260997,196,384.94,,41.53,39.70,0.23%
KRUG SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175383553,KRUG,WHITE,750ML,Latest 4 Wks,21573.654,89003.587,6.672,28.54,80.064,342.48,0.00042,0.00196,513658.4286,261443.248,32.44,665.0324908,TOTAL,261123,47,268.57,,41.82,38.81,0.12%
VEUVE CLICQUOT SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,8175383597,VEUVE CLICQUOT,PINK,750ML,Latest 52 Wks,711015.342,547612.287,822.614,619.128,9871.368,7429.542,0.00868,0.00437,819142.0991,260960.495,791.678,898.1117853,TOTAL,260885,818,904.09,,71.99,73.99,0.31%
VEUVE CLICQUOT SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,8175383597,VEUVE CLICQUOT,PINK,750ML,Latest 26 Wks,304737.643,259505.107,354.244,299.257,4250.929,3591.08,0.00515,0.00335,591723.5786,261037.091,561.556,542.6665248,TOTAL,260922,557,548.4,,71.71,73.11,0.21%
VEUVE CLICQUOT SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,8175383597,VEUVE CLICQUOT,PINK,750ML,Latest 13 Wks,155501.569,162507.073,181.338,188.025,2176.052,2256.304,0.00338,0.00258,460063.8136,261185.275,338.499,459.3856082,TOTAL,260997,390,466.41,,71.62,71.88,0.15%
VEUVE CLICQUOT SPK CHAMPAGNE ROSE PINK BRUT CHAMPAGNE FRANCE 750ML,8175383597,VEUVE CLICQUOT,PINK,750ML,Latest 4 Wks,36782.856,65738.384,42.394,76.392,508.726,916.701,0.00188,0.00189,195653.4894,261443.248,179.193,205.2694916,TOTAL,261123,230,228.24,,71.64,73.67,0.09%
CANARD-DUCHENE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,66494100259,CANARD-DUCHENE,WHITE,750ML,Latest 52 Wks,710031.813,829849.37,1397.456,1691.434,16769.477,20297.21,0.00882,0.00852,805024.7313,260960.495,931.388,762.3372998,TOTAL,260885,932,781.16,,42.40,40.87,0.36%
CANARD-DUCHENE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,66494100259,CANARD-DUCHENE,WHITE,750ML,Latest 26 Wks,271876.882,321303.702,536.236,636.164,6434.831,7633.974,0.00779,0.0071,349007.5507,261037.091,673.897,403.4398165,TOTAL,260922,658,430,,42.48,41.81,0.25%
CANARD-DUCHENE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,66494100259,CANARD-DUCHENE,WHITE,750ML,Latest 13 Wks,117761.783,172089.952,236.336,338.798,2836.028,4065.571,0.00626,0.00593,188117.8642,261185.275,538.975,218.4921063,TOTAL,260997,524,246.91,,42.04,42.13,0.20%
CANARD-DUCHENE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,66494100259,CANARD-DUCHENE,WHITE,750ML,Latest 4 Wks,27623.527,47688.177,56.245,93.32,674.944,1119.843,0.00378,0.00379,73078.11376,261443.248,267.09,103.4240406,TOTAL,261123,279,103.63,,40.71,41.93,0.11%
VEUVE CLICQUOT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML VAP,8175383004,VEUVE CLICQUOT,WHITE,750ML,Latest 52 Wks,700873.736,1585848.484,971.14,2197.184,11653.677,26366.206,0.00553,0.01568,1267402.778,260960.495,587.716,1192.538124,TOTAL,260885,620,1170.28,,60.43,60.57,0.24%
VEUVE CLICQUOT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML VAP,8175383004,VEUVE CLICQUOT,WHITE,750ML,Latest 26 Wks,216870.145,433498.663,318.446,593.578,3821.355,7122.935,0.00194,0.00707,1117887.345,261037.091,265.609,816.5014928,TOTAL,260922,292,761.75,,57.87,61.10,0.11%
VEUVE CLICQUOT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML VAP,8175383004,VEUVE CLICQUOT,WHITE,750ML,Latest 13 Wks,114894.124,184674.102,177.422,247.046,2129.06,2964.557,0.00137,0.00562,838643.2409,261185.275,156.21,735.5106843,TOTAL,260997,173,654.37,,54.82,60.78,0.07%
VEUVE CLICQUOT SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML VAP,8175383004,VEUVE CLICQUOT,WHITE,750ML,Latest 4 Wks,21278.002,46987.298,33.204,64.046,398.447,768.556,0.00035,0.00316,607942.9143,261443.248,55.351,384.4194685,TOTAL,261123,87,187.67,,62.13,61.60,0.03%
PERRIER JOUET OTHER SPK CHAMPAGNE BLANC DE BLANC WHITE BRUT CHAMPAGNE FRANCE 750ML,1098601033,PERRIER JOUET,WHITE,750ML,Latest 52 Wks,667654.724,882779.647,610.516,890.239,7326.191,10682.863,0.00679,0.00691,983291.1988,260960.495,913.779,730.6522956,TOTAL,260885,908,740.4,,49.29,48.14,0.39%
PERRIER JOUET OTHER SPK CHAMPAGNE BLANC DE BLANC WHITE BRUT CHAMPAGNE FRANCE 750ML,1098601033,PERRIER JOUET,WHITE,750ML,Latest 26 Wks,243280.403,428747.736,222.661,435.604,2671.93,5227.246,0.00528,0.0058,460758.339,261037.091,700.142,347.4729455,TOTAL,260922,726,376.2,,50.04,48.37,0.27%
PERRIER JOUET OTHER SPK CHAMPAGNE BLANC DE BLANC WHITE BRUT CHAMPAGNE FRANCE 750ML,1098601033,PERRIER JOUET,WHITE,750ML,Latest 13 Wks,126866.265,151622.234,115.97,147.361,1391.646,1768.335,0.00411,0.005,308677.0438,261185.275,510.796,248.3697308,TOTAL,260997,506,252.41,,51.01,48.71,0.20%
PERRIER JOUET OTHER SPK CHAMPAGNE BLANC DE BLANC WHITE BRUT CHAMPAGNE FRANCE 750ML,1098601033,PERRIER JOUET,WHITE,750ML,Latest 4 Wks,33748.49,38506.265,30.049,38.109,360.584,457.308,0.00235,0.0021,143610.5957,261443.248,165.396,204.0465912,TOTAL,261123,345,166.8,,51.16,48.84,0.10%
PERRIER JOUET BELLE EPOQUE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,63343830002,PERRIER JOUET,WHITE,750ML,Latest 52 Wks,658497.76,201902.185,263.833,90.322,3166,1083.862,0.00377,0.0032,1746678.408,260960.495,222.827,2955.19735,TOTAL,260885,219,2878.38,,90.59,82.53,0.35%
PERRIER JOUET BELLE EPOQUE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,63343830002,PERRIER JOUET,WHITE,750ML,Latest 26 Wks,298021.89,99108.56,115.583,43.25,1387,519,0.00362,0.00255,823264.8895,261037.091,215.769,1381.208098,TOTAL,260922,214,1337.7,,90.95,82.14,0.28%
PERRIER JOUET BELLE EPOQUE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,63343830002,PERRIER JOUET,WHITE,750ML,Latest 13 Wks,146224.4,55167.92,56.583,23.667,679,284,0.00325,0.00183,449921.2308,261185.275,194,753.7340206,TOTAL,260997,193,768.25,,88.99,82.24,0.19%
PERRIER JOUET BELLE EPOQUE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,63343830002,PERRIER JOUET,WHITE,750ML,Latest 4 Wks,48308.18,21891.13,18.833,9.583,226,115,0.00204,0.00093,236804.8039,261443.248,112,431.3230357,TOTAL,261123,120,346.81,,87.34,85.57,0.13%
MOET & CHANDON BRUT IMPRL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175382660,MOET & CHANDON,WHITE,750ML,Latest 52 Wks,657816.02,624155.84,1404.583,1332.167,16855,15986,0.00352,0.00362,1868795.511,260960.495,102,6449.176667,TOTAL,260885,102,6485.51,,48.02,48.72,0.03%
MOET & CHANDON BRUT IMPRL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175382660,MOET & CHANDON,WHITE,750ML,Latest 26 Wks,310253,311990.15,664.167,666.25,7970,7995,0.00353,0.00358,878903.6827,261037.091,99,3133.868687,TOTAL,260922,99,3149.54,,47.73,48.42,0.03%
MOET & CHANDON BRUT IMPRL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175382660,MOET & CHANDON,WHITE,750ML,Latest 13 Wks,149286.88,159838.08,319.417,341.5,3833,4098,0.00353,0.00354,422909.0085,261185.275,97,1539.04,TOTAL,260997,97,1591.39,,47.83,48.51,0.03%
MOET & CHANDON BRUT IMPRL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175382660,MOET & CHANDON,WHITE,750ML,Latest 4 Wks,44095.3,47801.78,94.083,103,1129,1236,0.00354,0.00354,124562.9944,261443.248,97,454.5907216,TOTAL,261123,97,545.12,,48.00,48.26,0.03%
AUBRY SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,87967500100,AUBRY,WHITE,750ML,Latest 52 Wks,655855.25,920053.77,1108.352,1586.191,13300.227,19034.298,0.01199,0.01018,547001.8766,260960.495,1033.415,634.6484713,TOTAL,260885,1015,683.99,,39.00,39.06,0.04%
AUBRY SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,87967500100,AUBRY,WHITE,750ML,Latest 26 Wks,226114.041,350665.682,373.551,600.739,4482.61,7208.867,0.00793,0.00854,285137.5044,261037.091,715.908,315.8423163,TOTAL,260922,713,337.85,,38.89,39.16,0.04%
AUBRY SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,87967500100,AUBRY,WHITE,750ML,Latest 13 Wks,100512.697,158391.541,164.403,267.145,1972.841,3205.746,0.00635,0.00662,158287.7118,261185.275,545.289,184.3292218,TOTAL,260997,533,242.96,,38.85,39.15,0.04%
AUBRY SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,87967500100,AUBRY,WHITE,750ML,Latest 4 Wks,18340.472,57291.607,29.007,95.431,348.087,1145.178,0.00356,0.00284,51518.17978,261443.248,202.486,90.57649418,TOTAL,261123,250,128.72,,38.82,39.33,0.04%
MOET & CHANDON BRUT IMPRL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175382937,MOET & CHANDON,WHITE,750ML,Latest 52 Wks,653846.203,703527.179,1136.439,1203.93,13637.274,14447.165,0.00253,0.00263,2584372.344,260960.495,86.056,7597.915346,TOTAL,260885,86,7769.42,,34.55,34.44,0.86%
MOET & CHANDON BRUT IMPRL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175382937,MOET & CHANDON,WHITE,750ML,Latest 26 Wks,291998.165,345324.558,509.934,594.745,6119.203,7136.941,0.0025,0.00249,1167992.66,261037.091,81.185,3596.70093,TOTAL,260922,81,3670.98,,34.40,34.56,0.71%
MOET & CHANDON BRUT IMPRL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175382937,MOET & CHANDON,WHITE,750ML,Latest 13 Wks,141356.53,180963.18,247.25,311.5,2967,3738,0.00245,0.00247,576965.4286,261185.275,70,2019.379,TOTAL,260997,79,1830.47,,34.44,34.58,0.58%
MOET & CHANDON BRUT IMPRL SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8175382937,MOET & CHANDON,WHITE,750ML,Latest 4 Wks,40889.41,55438.7,71.75,95.167,861,1142,0.00246,0.00246,166217.1138,261443.248,69,592.6001449,TOTAL,261123,69,683.81,,34.40,34.56,0.30%
LIONNE ROYALE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8678512000,LIONNE ROYALE,WHITE,750ML,Latest 52 Wks,648081.971,649861.88,1565.025,1572.75,18780.301,18873,0.17499,0.16536,37035.37179,260960.495,2283.482,283.8130412,TOTAL,260885,2246,285.62,,54.12,53.61,0.09%
LIONNE ROYALE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8678512000,LIONNE ROYALE,WHITE,750ML,Latest 26 Wks,268453.863,255169.72,650.422,614.25,7805.06,7371,0.14843,0.14006,18086.22671,261037.091,1916.024,140.1098645,TOTAL,260922,1852,136.54,,58.08,56.13,0.08%
LIONNE ROYALE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8678512000,LIONNE ROYALE,WHITE,750ML,Latest 13 Wks,142080.435,126608.58,344.485,304.583,4133.821,3655,0.12083,0.11289,11758.70521,261185.275,1535.356,92.53908214,TOTAL,260997,1510,92.82,,61.14,56.99,0.07%
LIONNE ROYALE SPK CHAMPAGNE WHITE WHITE BRUT CHAMPAGNE FRANCE 750ML,8678512000,LIONNE ROYALE,WHITE,750ML,Latest 4 Wks,42702.76,36198.13,104.083,86.667,1249,1040,0.06202,0.0525,6885.320864,261443.248,761,56.11400788,TOTAL,261123,781,57.74,,59.80,57.13,0.04%
